,Review,Reviews_Token,Reviews_Lemm,Sentiment_TextBlob,Sentiment_VADER,Bigrams,Trigrams,Label
1059,food love waiter made servic top notch funni made experi great use come countri us knew say even strong accent,"['food', 'love', 'waiter', 'made', 'servic', 'top', 'notch', 'funni', 'made', 'experi', 'great', 'use', 'come', 'countri', 'us', 'knew', 'say', 'even', 'strong', 'accent']","['food', 'love', 'waiter', 'make', 'servic', 'top', 'notch', 'funni', 'make', 'experi', 'great', 'use', 'come', 'countri', 'us', 'know', 'say', 'even', 'strong', 'accent']",0.5583333333333333,0.9246,"[('food', 'love'), ('love', 'waiter'), ('waiter', 'make'), ('make', 'servic'), ('servic', 'top'), ('top', 'notch'), ('notch', 'funni'), ('funni', 'make'), ('make', 'experi'), ('experi', 'great'), ('great', 'use'), ('use', 'come'), ('come', 'countri'), ('countri', 'us'), ('us', 'know'), ('know', 'say'), ('say', 'even'), ('even', 'strong'), ('strong', 'accent')]","[('food', 'love', 'waiter'), ('love', 'waiter', 'make'), ('waiter', 'make', 'servic'), ('make', 'servic', 'top'), ('servic', 'top', 'notch'), ('top', 'notch', 'funni'), ('notch', 'funni', 'make'), ('funni', 'make', 'experi'), ('make', 'experi', 'great'), ('experi', 'great', 'use'), ('great', 'use', 'come'), ('use', 'come', 'countri'), ('come', 'countri', 'us'), ('countri', 'us', 'know'), ('us', 'know', 'say'), ('know', 'say', 'even'), ('say', 'even', 'strong'), ('even', 'strong', 'accent')]",Postive
1060,typic hard rock environ electr must locat servic bit slow even pm food great menu lot varieti,"['typic', 'hard', 'rock', 'environ', 'electr', 'must', 'locat', 'servic', 'bit', 'slow', 'even', 'pm', 'food', 'great', 'menu', 'lot', 'varieti']","['typic', 'hard', 'rock', 'environ', 'electr', 'must', 'locat', 'servic', 'bit', 'slow', 'even', 'pm', 'food', 'great', 'menu', 'lot', 'varieti']",0.06944444444444442,0.5719,"[('typic', 'hard'), ('hard', 'rock'), ('rock', 'environ'), ('environ', 'electr'), ('electr', 'must'), ('must', 'locat'), ('locat', 'servic'), ('servic', 'bit'), ('bit', 'slow'), ('slow', 'even'), ('even', 'pm'), ('pm', 'food'), ('food', 'great'), ('great', 'menu'), ('menu', 'lot'), ('lot', 'varieti')]","[('typic', 'hard', 'rock'), ('hard', 'rock', 'environ'), ('rock', 'environ', 'electr'), ('environ', 'electr', 'must'), ('electr', 'must', 'locat'), ('must', 'locat', 'servic'), ('locat', 'servic', 'bit'), ('servic', 'bit', 'slow'), ('bit', 'slow', 'even'), ('slow', 'even', 'pm'), ('even', 'pm', 'food'), ('pm', 'food', 'great'), ('food', 'great', 'menu'), ('great', 'menu', 'lot'), ('menu', 'lot', 'varieti')]",Postive
1061,poor servic mediocr food place could good tidi sort system would help hard rock alway attract get wiat servic,"['poor', 'servic', 'mediocr', 'food', 'place', 'could', 'good', 'tidi', 'sort', 'system', 'would', 'help', 'hard', 'rock', 'alway', 'attract', 'get', 'wiat', 'servic']","['poor', 'servic', 'mediocr', 'food', 'place', 'could', 'good', 'tidi', 'sort', 'system', 'would', 'help', 'hard', 'rock', 'alway', 'attract', 'get', 'wiat', 'servic']",0.0027777777777777493,0.5574,"[('poor', 'servic'), ('servic', 'mediocr'), ('mediocr', 'food'), ('food', 'place'), ('place', 'could'), ('could', 'good'), ('good', 'tidi'), ('tidi', 'sort'), ('sort', 'system'), ('system', 'would'), ('would', 'help'), ('help', 'hard'), ('hard', 'rock'), ('rock', 'alway'), ('alway', 'attract'), ('attract', 'get'), ('get', 'wiat'), ('wiat', 'servic')]","[('poor', 'servic', 'mediocr'), ('servic', 'mediocr', 'food'), ('mediocr', 'food', 'place'), ('food', 'place', 'could'), ('place', 'could', 'good'), ('could', 'good', 'tidi'), ('good', 'tidi', 'sort'), ('tidi', 'sort', 'system'), ('sort', 'system', 'would'), ('system', 'would', 'help'), ('would', 'help', 'hard'), ('help', 'hard', 'rock'), ('hard', 'rock', 'alway'), ('rock', 'alway', 'attract'), ('alway', 'attract', 'get'), ('attract', 'get', 'wiat'), ('get', 'wiat', 'servic')]",Postive
1062,nearli empti good servic food noth special go waiter great everyth look tire rather vintag,"['nearli', 'empti', 'good', 'servic', 'food', 'noth', 'special', 'go', 'waiter', 'great', 'everyth', 'look', 'tire', 'rather', 'vintag']","['nearli', 'empti', 'good', 'servic', 'food', 'noth', 'special', 'go', 'waiter', 'great', 'everyth', 'look', 'tire', 'rather', 'vintag']",0.6190476190476191,0.8658,"[('nearli', 'empti'), ('empti', 'good'), ('good', 'servic'), ('servic', 'food'), ('food', 'noth'), ('noth', 'special'), ('special', 'go'), ('go', 'waiter'), ('waiter', 'great'), ('great', 'everyth'), ('everyth', 'look'), ('look', 'tire'), ('tire', 'rather'), ('rather', 'vintag')]","[('nearli', 'empti', 'good'), ('empti', 'good', 'servic'), ('good', 'servic', 'food'), ('servic', 'food', 'noth'), ('food', 'noth', 'special'), ('noth', 'special', 'go'), ('special', 'go', 'waiter'), ('go', 'waiter', 'great'), ('waiter', 'great', 'everyth'), ('great', 'everyth', 'look'), ('everyth', 'look', 'tire'), ('look', 'tire', 'rather'), ('tire', 'rather', 'vintag')]",Postive
1063,thoroughli enjoy meal burger tasti servic great would definit return,"['thoroughli', 'enjoy', 'meal', 'burger', 'tasti', 'servic', 'great', 'would', 'definit', 'return']","['thoroughli', 'enjoy', 'meal', 'burger', 'tasti', 'servic', 'great', 'would', 'definit', 'return']",0.6000000000000001,0.8074,"[('thoroughli', 'enjoy'), ('enjoy', 'meal'), ('meal', 'burger'), ('burger', 'tasti'), ('tasti', 'servic'), ('servic', 'great'), ('great', 'would'), ('would', 'definit'), ('definit', 'return')]","[('thoroughli', 'enjoy', 'meal'), ('enjoy', 'meal', 'burger'), ('meal', 'burger', 'tasti'), ('burger', 'tasti', 'servic'), ('tasti', 'servic', 'great'), ('servic', 'great', 'would'), ('great', 'would', 'definit'), ('would', 'definit', 'return')]",Postive
1064,servic good food ok noth special go wrong burger plu side thought good valu money consid time squar,"['servic', 'good', 'food', 'ok', 'noth', 'special', 'go', 'wrong', 'burger', 'plu', 'side', 'thought', 'good', 'valu', 'money', 'consid', 'time', 'squar']","['servic', 'good', 'food', 'ok', 'noth', 'special', 'go', 'wrong', 'burger', 'plu', 'side', 'think', 'good', 'valu', 'money', 'consid', 'time', 'squar']",0.3514285714285714,0.765,"[('servic', 'good'), ('good', 'food'), ('food', 'ok'), ('ok', 'noth'), ('noth', 'special'), ('special', 'go'), ('go', 'wrong'), ('wrong', 'burger'), ('burger', 'plu'), ('plu', 'side'), ('side', 'think'), ('think', 'good'), ('good', 'valu'), ('valu', 'money'), ('money', 'consid'), ('consid', 'time'), ('time', 'squar')]","[('servic', 'good', 'food'), ('good', 'food', 'ok'), ('food', 'ok', 'noth'), ('ok', 'noth', 'special'), ('noth', 'special', 'go'), ('special', 'go', 'wrong'), ('go', 'wrong', 'burger'), ('wrong', 'burger', 'plu'), ('burger', 'plu', 'side'), ('plu', 'side', 'think'), ('side', 'think', 'good'), ('think', 'good', 'valu'), ('good', 'valu', 'money'), ('valu', 'money', 'consid'), ('money', 'consid', 'time'), ('consid', 'time', 'squar')]",Postive
1065,visit twice husband recent trip new york celebr anniversari food plenti tasti cocktail wine delici ate bar like relax dine experi servic great would definit return,"['visit', 'twice', 'husband', 'recent', 'trip', 'new', 'york', 'celebr', 'anniversari', 'food', 'plenti', 'tasti', 'cocktail', 'wine', 'delici', 'ate', 'bar', 'like', 'relax', 'dine', 'experi', 'servic', 'great', 'would', 'definit', 'return']","['visit', 'twice', 'husband', 'recent', 'trip', 'new', 'york', 'celebr', 'anniversari', 'food', 'plenti', 'tasti', 'cocktail', 'wine', 'delici', 'ate', 'bar', 'like', 'relax', 'dine', 'experi', 'servic', 'great', 'would', 'definit', 'return']",0.31212121212121213,0.8591,"[('visit', 'twice'), ('twice', 'husband'), ('husband', 'recent'), ('recent', 'trip'), ('trip', 'new'), ('new', 'york'), ('york', 'celebr'), ('celebr', 'anniversari'), ('anniversari', 'food'), ('food', 'plenti'), ('plenti', 'tasti'), ('tasti', 'cocktail'), ('cocktail', 'wine'), ('wine', 'delici'), ('delici', 'ate'), ('ate', 'bar'), ('bar', 'like'), ('like', 'relax'), ('relax', 'dine'), ('dine', 'experi'), ('experi', 'servic'), ('servic', 'great'), ('great', 'would'), ('would', 'definit'), ('definit', 'return')]","[('visit', 'twice', 'husband'), ('twice', 'husband', 'recent'), ('husband', 'recent', 'trip'), ('recent', 'trip', 'new'), ('trip', 'new', 'york'), ('new', 'york', 'celebr'), ('york', 'celebr', 'anniversari'), ('celebr', 'anniversari', 'food'), ('anniversari', 'food', 'plenti'), ('food', 'plenti', 'tasti'), ('plenti', 'tasti', 'cocktail'), ('tasti', 'cocktail', 'wine'), ('cocktail', 'wine', 'delici'), ('wine', 'delici', 'ate'), ('delici', 'ate', 'bar'), ('ate', 'bar', 'like'), ('bar', 'like', 'relax'), ('like', 'relax', 'dine'), ('relax', 'dine', 'experi'), ('dine', 'experi', 'servic'), ('experi', 'servic', 'great'), ('servic', 'great', 'would'), ('great', 'would', 'definit'), ('would', 'definit', 'return')]",Postive
1066,situat famou paramount build hrc nyc origin door abbey road love john lennon piec servic quick food best tast hrc,"['situat', 'famou', 'paramount', 'build', 'hrc', 'nyc', 'origin', 'door', 'abbey', 'road', 'love', 'john', 'lennon', 'piec', 'servic', 'quick', 'food', 'best', 'tast', 'hrc']","['situat', 'famou', 'paramount', 'build', 'hrc', 'nyc', 'origin', 'door', 'abbey', 'road', 'love', 'john', 'lennon', 'piec', 'servic', 'quick', 'food', 'best', 'tast', 'hrc']",0.611111111111111,0.8555,"[('situat', 'famou'), ('famou', 'paramount'), ('paramount', 'build'), ('build', 'hrc'), ('hrc', 'nyc'), ('nyc', 'origin'), ('origin', 'door'), ('door', 'abbey'), ('abbey', 'road'), ('road', 'love'), ('love', 'john'), ('john', 'lennon'), ('lennon', 'piec'), ('piec', 'servic'), ('servic', 'quick'), ('quick', 'food'), ('food', 'best'), ('best', 'tast'), ('tast', 'hrc')]","[('situat', 'famou', 'paramount'), ('famou', 'paramount', 'build'), ('paramount', 'build', 'hrc'), ('build', 'hrc', 'nyc'), ('hrc', 'nyc', 'origin'), ('nyc', 'origin', 'door'), ('origin', 'door', 'abbey'), ('door', 'abbey', 'road'), ('abbey', 'road', 'love'), ('road', 'love', 'john'), ('love', 'john', 'lennon'), ('john', 'lennon', 'piec'), ('lennon', 'piec', 'servic'), ('piec', 'servic', 'quick'), ('servic', 'quick', 'food'), ('quick', 'food', 'best'), ('food', 'best', 'tast'), ('best', 'tast', 'hrc')]",Postive
1067,shop bar dark busi servic slow cocktail nice reason price,"['shop', 'bar', 'dark', 'busi', 'servic', 'slow', 'cocktail', 'nice', 'reason', 'price']","['shop', 'bar', 'dark', 'busi', 'servic', 'slow', 'cocktail', 'nice', 'reason', 'price']",0.04999999999999997,0.4215,"[('shop', 'bar'), ('bar', 'dark'), ('dark', 'busi'), ('busi', 'servic'), ('servic', 'slow'), ('slow', 'cocktail'), ('cocktail', 'nice'), ('nice', 'reason'), ('reason', 'price')]","[('shop', 'bar', 'dark'), ('bar', 'dark', 'busi'), ('dark', 'busi', 'servic'), ('busi', 'servic', 'slow'), ('servic', 'slow', 'cocktail'), ('slow', 'cocktail', 'nice'), ('cocktail', 'nice', 'reason'), ('nice', 'reason', 'price')]",Postive
1068,visit simpli amaz rock memorabilia billi joel motorcycl wall guitar friendli staff must visit,"['visit', 'simpli', 'amaz', 'rock', 'memorabilia', 'billi', 'joel', 'motorcycl', 'wall', 'guitar', 'friendli', 'staff', 'must', 'visit']","['visit', 'simpli', 'amaz', 'rock', 'memorabilia', 'billi', 'joel', 'motorcycl', 'wall', 'guitar', 'friendli', 'staff', 'must', 'visit']",0.0,0.0,"[('visit', 'simpli'), ('simpli', 'amaz'), ('amaz', 'rock'), ('rock', 'memorabilia'), ('memorabilia', 'billi'), ('billi', 'joel'), ('joel', 'motorcycl'), ('motorcycl', 'wall'), ('wall', 'guitar'), ('guitar', 'friendli'), ('friendli', 'staff'), ('staff', 'must'), ('must', 'visit')]","[('visit', 'simpli', 'amaz'), ('simpli', 'amaz', 'rock'), ('amaz', 'rock', 'memorabilia'), ('rock', 'memorabilia', 'billi'), ('memorabilia', 'billi', 'joel'), ('billi', 'joel', 'motorcycl'), ('joel', 'motorcycl', 'wall'), ('motorcycl', 'wall', 'guitar'), ('wall', 'guitar', 'friendli'), ('guitar', 'friendli', 'staff'), ('friendli', 'staff', 'must'), ('staff', 'must', 'visit')]",Neutral
1069,like rock museum nice food littl expens though howev worth nice locat time squar garden,"['like', 'rock', 'museum', 'nice', 'food', 'littl', 'expens', 'though', 'howev', 'worth', 'nice', 'locat', 'time', 'squar', 'garden']","['like', 'rock', 'museum', 'nice', 'food', 'littl', 'expens', 'though', 'howev', 'worth', 'nice', 'locat', 'time', 'squar', 'garden']",0.5,0.8402,"[('like', 'rock'), ('rock', 'museum'), ('museum', 'nice'), ('nice', 'food'), ('food', 'littl'), ('littl', 'expens'), ('expens', 'though'), ('though', 'howev'), ('howev', 'worth'), ('worth', 'nice'), ('nice', 'locat'), ('locat', 'time'), ('time', 'squar'), ('squar', 'garden')]","[('like', 'rock', 'museum'), ('rock', 'museum', 'nice'), ('museum', 'nice', 'food'), ('nice', 'food', 'littl'), ('food', 'littl', 'expens'), ('littl', 'expens', 'though'), ('expens', 'though', 'howev'), ('though', 'howev', 'worth'), ('howev', 'worth', 'nice'), ('worth', 'nice', 'locat'), ('nice', 'locat', 'time'), ('locat', 'time', 'squar'), ('time', 'squar', 'garden')]",Postive
1070,nice breakfastbuff bacon egg pancak usual stuff noth spectacular total ok,"['nice', 'breakfastbuff', 'bacon', 'egg', 'pancak', 'usual', 'stuff', 'noth', 'spectacular', 'total', 'ok']","['nice', 'breakfastbuff', 'bacon', 'egg', 'pancak', 'usual', 'stuff', 'noth', 'spectacular', 'total', 'ok']",0.29,0.6478,"[('nice', 'breakfastbuff'), ('breakfastbuff', 'bacon'), ('bacon', 'egg'), ('egg', 'pancak'), ('pancak', 'usual'), ('usual', 'stuff'), ('stuff', 'noth'), ('noth', 'spectacular'), ('spectacular', 'total'), ('total', 'ok')]","[('nice', 'breakfastbuff', 'bacon'), ('breakfastbuff', 'bacon', 'egg'), ('bacon', 'egg', 'pancak'), ('egg', 'pancak', 'usual'), ('pancak', 'usual', 'stuff'), ('usual', 'stuff', 'noth'), ('stuff', 'noth', 'spectacular'), ('noth', 'spectacular', 'total'), ('spectacular', 'total', 'ok')]",Postive
1071,visit hear end jan partner wait lot free tabl excel food hugeee portion size even bigger desert sure go back nyc visit,"['visit', 'hear', 'end', 'jan', 'partner', 'wait', 'lot', 'free', 'tabl', 'excel', 'food', 'hugeee', 'portion', 'size', 'even', 'bigger', 'desert', 'sure', 'go', 'back', 'nyc', 'visit']","['visit', 'hear', 'end', 'jan', 'partner', 'wait', 'lot', 'free', 'tabl', 'excel', 'food', 'hugeee', 'portion', 'size', 'even', 'big', 'desert', 'sure', 'go', 'back', 'nyc', 'visit']",0.225,0.8225,"[('visit', 'hear'), ('hear', 'end'), ('end', 'jan'), ('jan', 'partner'), ('partner', 'wait'), ('wait', 'lot'), ('lot', 'free'), ('free', 'tabl'), ('tabl', 'excel'), ('excel', 'food'), ('food', 'hugeee'), ('hugeee', 'portion'), ('portion', 'size'), ('size', 'even'), ('even', 'big'), ('big', 'desert'), ('desert', 'sure'), ('sure', 'go'), ('go', 'back'), ('back', 'nyc'), ('nyc', 'visit')]","[('visit', 'hear', 'end'), ('hear', 'end', 'jan'), ('end', 'jan', 'partner'), ('jan', 'partner', 'wait'), ('partner', 'wait', 'lot'), ('wait', 'lot', 'free'), ('lot', 'free', 'tabl'), ('free', 'tabl', 'excel'), ('tabl', 'excel', 'food'), ('excel', 'food', 'hugeee'), ('food', 'hugeee', 'portion'), ('hugeee', 'portion', 'size'), ('portion', 'size', 'even'), ('size', 'even', 'big'), ('even', 'big', 'desert'), ('big', 'desert', 'sure'), ('desert', 'sure', 'go'), ('sure', 'go', 'back'), ('go', 'back', 'nyc'), ('back', 'nyc', 'visit')]",Postive
1072,hard rock cafe locat time squar get busi reason price drink good food great atmospher crame music memorabelia,"['hard', 'rock', 'cafe', 'locat', 'time', 'squar', 'get', 'busi', 'reason', 'price', 'drink', 'good', 'food', 'great', 'atmospher', 'crame', 'music', 'memorabelia']","['hard', 'rock', 'cafe', 'locat', 'time', 'squar', 'get', 'busi', 'reason', 'price', 'drink', 'good', 'food', 'great', 'atmospher', 'crame', 'music', 'memorabelia']",0.40277777777777773,0.765,"[('hard', 'rock'), ('rock', 'cafe'), ('cafe', 'locat'), ('locat', 'time'), ('time', 'squar'), ('squar', 'get'), ('get', 'busi'), ('busi', 'reason'), ('reason', 'price'), ('price', 'drink'), ('drink', 'good'), ('good', 'food'), ('food', 'great'), ('great', 'atmospher'), ('atmospher', 'crame'), ('crame', 'music'), ('music', 'memorabelia')]","[('hard', 'rock', 'cafe'), ('rock', 'cafe', 'locat'), ('cafe', 'locat', 'time'), ('locat', 'time', 'squar'), ('time', 'squar', 'get'), ('squar', 'get', 'busi'), ('get', 'busi', 'reason'), ('busi', 'reason', 'price'), ('reason', 'price', 'drink'), ('price', 'drink', 'good'), ('drink', 'good', 'food'), ('good', 'food', 'great'), ('food', 'great', 'atmospher'), ('great', 'atmospher', 'crame'), ('atmospher', 'crame', 'music'), ('crame', 'music', 'memorabelia')]",Postive
1073,brisket nacho took pictur guitar good cheat meal check hard rock visit,"['brisket', 'nacho', 'took', 'pictur', 'guitar', 'good', 'cheat', 'meal', 'check', 'hard', 'rock', 'visit']","['brisket', 'nacho', 'take', 'pictur', 'guitar', 'good', 'cheat', 'meal', 'check', 'hard', 'rock', 'visit']",0.20416666666666664,-0.128,"[('brisket', 'nacho'), ('nacho', 'take'), ('take', 'pictur'), ('pictur', 'guitar'), ('guitar', 'good'), ('good', 'cheat'), ('cheat', 'meal'), ('meal', 'check'), ('check', 'hard'), ('hard', 'rock'), ('rock', 'visit')]","[('brisket', 'nacho', 'take'), ('nacho', 'take', 'pictur'), ('take', 'pictur', 'guitar'), ('pictur', 'guitar', 'good'), ('guitar', 'good', 'cheat'), ('good', 'cheat', 'meal'), ('cheat', 'meal', 'check'), ('meal', 'check', 'hard'), ('check', 'hard', 'rock'), ('hard', 'rock', 'visit')]",Neutral
1074,nice atmospher good nice staff delici hamburg good music normal price smoke sun everyth fantast,"['nice', 'atmospher', 'good', 'nice', 'staff', 'delici', 'hamburg', 'good', 'music', 'normal', 'price', 'smoke', 'sun', 'everyth', 'fantast']","['nice', 'atmospher', 'good', 'nice', 'staff', 'delici', 'hamburg', 'good', 'music', 'normal', 'price', 'smoke', 'sun', 'everyth', 'fantast']",0.5499999999999999,0.886,"[('nice', 'atmospher'), ('atmospher', 'good'), ('good', 'nice'), ('nice', 'staff'), ('staff', 'delici'), ('delici', 'hamburg'), ('hamburg', 'good'), ('good', 'music'), ('music', 'normal'), ('normal', 'price'), ('price', 'smoke'), ('smoke', 'sun'), ('sun', 'everyth'), ('everyth', 'fantast')]","[('nice', 'atmospher', 'good'), ('atmospher', 'good', 'nice'), ('good', 'nice', 'staff'), ('nice', 'staff', 'delici'), ('staff', 'delici', 'hamburg'), ('delici', 'hamburg', 'good'), ('hamburg', 'good', 'music'), ('good', 'music', 'normal'), ('music', 'normal', 'price'), ('normal', 'price', 'smoke'), ('price', 'smoke', 'sun'), ('smoke', 'sun', 'everyth'), ('sun', 'everyth', 'fantast')]",Postive
1075,hard rock never disappoint best burger drink alway perfect staff friendli alway smile atmospher super cool,"['hard', 'rock', 'never', 'disappoint', 'best', 'burger', 'drink', 'alway', 'perfect', 'staff', 'friendli', 'alway', 'smile', 'atmospher', 'super', 'cool']","['hard', 'rock', 'never', 'disappoint', 'best', 'burger', 'drink', 'alway', 'perfect', 'staff', 'friendli', 'alway', 'smile', 'atmospher', 'super', 'cool']",0.4486111111111111,0.8717,"[('hard', 'rock'), ('rock', 'never'), ('never', 'disappoint'), ('disappoint', 'best'), ('best', 'burger'), ('burger', 'drink'), ('drink', 'alway'), ('alway', 'perfect'), ('perfect', 'staff'), ('staff', 'friendli'), ('friendli', 'alway'), ('alway', 'smile'), ('smile', 'atmospher'), ('atmospher', 'super'), ('super', 'cool')]","[('hard', 'rock', 'never'), ('rock', 'never', 'disappoint'), ('never', 'disappoint', 'best'), ('disappoint', 'best', 'burger'), ('best', 'burger', 'drink'), ('burger', 'drink', 'alway'), ('drink', 'alway', 'perfect'), ('alway', 'perfect', 'staff'), ('perfect', 'staff', 'friendli'), ('staff', 'friendli', 'alway'), ('friendli', 'alway', 'smile'), ('alway', 'smile', 'atmospher'), ('smile', 'atmospher', 'super'), ('atmospher', 'super', 'cool')]",Postive
1076,order nacho start cancel main size plate huge nice interior wait staff lush right middl time squar worth visit,"['order', 'nacho', 'start', 'cancel', 'main', 'size', 'plate', 'huge', 'nice', 'interior', 'wait', 'staff', 'lush', 'right', 'middl', 'time', 'squar', 'worth', 'visit']","['order', 'nacho', 'start', 'cancel', 'main', 'size', 'plate', 'huge', 'nice', 'interior', 'wait', 'staff', 'lush', 'right', 'middl', 'time', 'squar', 'worth', 'visit']",0.3087301587301588,0.6124,"[('order', 'nacho'), ('nacho', 'start'), ('start', 'cancel'), ('cancel', 'main'), ('main', 'size'), ('size', 'plate'), ('plate', 'huge'), ('huge', 'nice'), ('nice', 'interior'), ('interior', 'wait'), ('wait', 'staff'), ('staff', 'lush'), ('lush', 'right'), ('right', 'middl'), ('middl', 'time'), ('time', 'squar'), ('squar', 'worth'), ('worth', 'visit')]","[('order', 'nacho', 'start'), ('nacho', 'start', 'cancel'), ('start', 'cancel', 'main'), ('cancel', 'main', 'size'), ('main', 'size', 'plate'), ('size', 'plate', 'huge'), ('plate', 'huge', 'nice'), ('huge', 'nice', 'interior'), ('nice', 'interior', 'wait'), ('interior', 'wait', 'staff'), ('wait', 'staff', 'lush'), ('staff', 'lush', 'right'), ('lush', 'right', 'middl'), ('right', 'middl', 'time'), ('middl', 'time', 'squar'), ('time', 'squar', 'worth'), ('squar', 'worth', 'visit')]",Postive
1077,great food great cocktail portion huge brilliant get seat amongst hustl bustl time squar reserv tabl onlin came holiday busi,"['great', 'food', 'great', 'cocktail', 'portion', 'huge', 'brilliant', 'get', 'seat', 'amongst', 'hustl', 'bustl', 'time', 'squar', 'reserv', 'tabl', 'onlin', 'came', 'holiday', 'busi']","['great', 'food', 'great', 'cocktail', 'portion', 'huge', 'brilliant', 'get', 'seat', 'amongst', 'hustl', 'bustl', 'time', 'squar', 'reserv', 'tabl', 'onlin', 'come', 'holiday', 'busi']",0.725,0.9517,"[('great', 'food'), ('food', 'great'), ('great', 'cocktail'), ('cocktail', 'portion'), ('portion', 'huge'), ('huge', 'brilliant'), ('brilliant', 'get'), ('get', 'seat'), ('seat', 'amongst'), ('amongst', 'hustl'), ('hustl', 'bustl'), ('bustl', 'time'), ('time', 'squar'), ('squar', 'reserv'), ('reserv', 'tabl'), ('tabl', 'onlin'), ('onlin', 'come'), ('come', 'holiday'), ('holiday', 'busi')]","[('great', 'food', 'great'), ('food', 'great', 'cocktail'), ('great', 'cocktail', 'portion'), ('cocktail', 'portion', 'huge'), ('portion', 'huge', 'brilliant'), ('huge', 'brilliant', 'get'), ('brilliant', 'get', 'seat'), ('get', 'seat', 'amongst'), ('seat', 'amongst', 'hustl'), ('amongst', 'hustl', 'bustl'), ('hustl', 'bustl', 'time'), ('bustl', 'time', 'squar'), ('time', 'squar', 'reserv'), ('squar', 'reserv', 'tabl'), ('reserv', 'tabl', 'onlin'), ('tabl', 'onlin', 'come'), ('onlin', 'come', 'holiday'), ('come', 'holiday', 'busi')]",Postive
1078,love hard rock cafe food good worth wait nyc price higher manhattan home area phoenix wait worth half hour time get seat,"['love', 'hard', 'rock', 'cafe', 'food', 'good', 'worth', 'wait', 'nyc', 'price', 'higher', 'manhattan', 'home', 'area', 'phoenix', 'wait', 'worth', 'half', 'hour', 'time', 'get', 'seat']","['love', 'hard', 'rock', 'cafe', 'food', 'good', 'worth', 'wait', 'nyc', 'price', 'higher', 'manhattan', 'home', 'area', 'phoenix', 'wait', 'worth', 'half', 'hour', 'time', 'get', 'seat']",0.22738095238095238,0.8591,"[('love', 'hard'), ('hard', 'rock'), ('rock', 'cafe'), ('cafe', 'food'), ('food', 'good'), ('good', 'worth'), ('worth', 'wait'), ('wait', 'nyc'), ('nyc', 'price'), ('price', 'higher'), ('higher', 'manhattan'), ('manhattan', 'home'), ('home', 'area'), ('area', 'phoenix'), ('phoenix', 'wait'), ('wait', 'worth'), ('worth', 'half'), ('half', 'hour'), ('hour', 'time'), ('time', 'get'), ('get', 'seat')]","[('love', 'hard', 'rock'), ('hard', 'rock', 'cafe'), ('rock', 'cafe', 'food'), ('cafe', 'food', 'good'), ('food', 'good', 'worth'), ('good', 'worth', 'wait'), ('worth', 'wait', 'nyc'), ('wait', 'nyc', 'price'), ('nyc', 'price', 'higher'), ('price', 'higher', 'manhattan'), ('higher', 'manhattan', 'home'), ('manhattan', 'home', 'area'), ('home', 'area', 'phoenix'), ('area', 'phoenix', 'wait'), ('phoenix', 'wait', 'worth'), ('wait', 'worth', 'half'), ('worth', 'half', 'hour'), ('half', 'hour', 'time'), ('hour', 'time', 'get'), ('time', 'get', 'seat')]",Postive
1079,third hard rock dine best love food locat servic go back next time citi,"['third', 'hard', 'rock', 'dine', 'best', 'love', 'food', 'locat', 'servic', 'go', 'back', 'next', 'time', 'citi']","['third', 'hard', 'rock', 'dine', 'best', 'love', 'food', 'locat', 'servic', 'go', 'back', 'next', 'time', 'citi']",0.20138888888888887,0.8402,"[('third', 'hard'), ('hard', 'rock'), ('rock', 'dine'), ('dine', 'best'), ('best', 'love'), ('love', 'food'), ('food', 'locat'), ('locat', 'servic'), ('servic', 'go'), ('go', 'back'), ('back', 'next'), ('next', 'time'), ('time', 'citi')]","[('third', 'hard', 'rock'), ('hard', 'rock', 'dine'), ('rock', 'dine', 'best'), ('dine', 'best', 'love'), ('best', 'love', 'food'), ('love', 'food', 'locat'), ('food', 'locat', 'servic'), ('locat', 'servic', 'go'), ('servic', 'go', 'back'), ('go', 'back', 'next'), ('back', 'next', 'time'), ('next', 'time', 'citi')]",Postive
1080,noth special overpr food unfortun servic dread realli pay atmospher,"['noth', 'special', 'overpr', 'food', 'unfortun', 'servic', 'dread', 'realli', 'pay', 'atmospher']","['noth', 'special', 'overpr', 'food', 'unfortun', 'servic', 'dread', 'realli', 'pay', 'atmospher']",0.35714285714285715,-0.1779,"[('noth', 'special'), ('special', 'overpr'), ('overpr', 'food'), ('food', 'unfortun'), ('unfortun', 'servic'), ('servic', 'dread'), ('dread', 'realli'), ('realli', 'pay'), ('pay', 'atmospher')]","[('noth', 'special', 'overpr'), ('special', 'overpr', 'food'), ('overpr', 'food', 'unfortun'), ('food', 'unfortun', 'servic'), ('unfortun', 'servic', 'dread'), ('servic', 'dread', 'realli'), ('dread', 'realli', 'pay'), ('realli', 'pay', 'atmospher')]",Neutral
